tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0146,a black bear,a green piece of grass,an aerial view of a lake with a small island in the middle,0.011891331115750803,0.08075860719786215,0.125,0.2222222222222222,0.0,0.08340941143953932
tile_0147,a black pen with a white background,a green field,a bird is perched on a wooden post,0.24767939992862334,0.06295853427918728,0.26666666666666666,0.18181818181818182,0.0,0.0
tile_0148,a black and white cat sitting on top of a green chair,a large field with a road and a road,an aerial view of the site of the proposed new airport,0.08333333333333333,0.0,0.08695652173913043,0.0,0.09099068136214805,0.0
tile_0149,a close up of a leaf with a blur,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.09942659075715217,1.0,0.10526315789473685,1.0,0.11521554337793123,1.0
tile_0150,a green tree with a white background,an aerial view of a green field,an aerial view of the village and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
tile_0151,a close up of a green leaf,an aerial view of a green field with a small house,an aerial view of a farm in the countryside,0.21470779802151024,0.45454545454545453,0.25,0.5,0.08704446792504217,0.31125746752705385
tile_0152,a green leaf with a white background,an aerial view of the site of the former fort,an aerial view of the site of the former school,0.0,0.9,0.0,0.9,0.0,0.8680942667801238
tile_0153,a blur of a leaf,an aerial view of the golf course at the golf course,an aerial view of the site of the proposed site,0.07357588823428847,0.5454545454545454,0.13333333333333333,0.5714285714285713,0.1707761131901165,0.3879604638938763
tile_0154,a green leaf with white flowers,an aerial view of a green field with a small house,an aerial view of a farm and fields,0.11942188509563156,0.45454545454545453,0.14285714285714288,0.5263157894736842,0.0,0.3408242166238353
tile_0155,a green leaf with white flowers,a satellite image of a golf course,an aerial view of the golf course at the golf course,0.0,0.24202205228903967,0.0,0.33333333333333326,0.0,0.3808094695456141
tile_0156,a close up of a green leaf,an aerial view of a green field with a river running through it,an aerial view of a farm in the countryside,0.21470779802151024,0.38461538461538464,0.25,0.4545454545454546,0.08704446792504217,0.2746117864358066
tile_0157,a green leaf with a white stripe,an aerial view of a lake and a road,an aerial view of the golf course at the golf club,0.0,0.35588329018524795,0.0,0.39999999999999997,0.0,0.250302046246969
tile_0158,a close up of a green leaf,aerial view of the golf course at the golf club,an aerial view of a golf course,0.2857142857142857,0.5,0.2857142857142857,0.588235294117647,0.10163066979112656,0.5098785552331822
tile_0159,a blur of a tree in the forest,a satellite image of a golf course,an aerial view of the site of the proposed site,0.19470019576785122,0.09306272250443651,0.22222222222222224,0.11764705882352941,0.26055567105626243,0.12735952979479354
tile_0160,a small insect on a leaf,an aerial view of a golf course,an aerial view of a green field with a river and a small lake,0.13179856905786336,0.2627710294081731,0.3,0.4761904761904762,0.08340941143953931,0.33598136377577914
tile_0161,a black and white dog is walking on a leash,an aerial view of the golf course at the golf course,an aerial view of the lake and surrounding area,0.10000000000000002,0.45454545454545453,0.10526315789473685,0.5,0.0633548122219654,0.3290103112653675
tile_0162,"a large, bright, yellow, and black object in the sky",a blury background with a blury pattern,a bird flying in the sky,0.4,0.14285714285714285,0.5,0.15384615384615383,0.2952675553824053,0.0
tile_0163,a large amount of dust in the sky,a blurry background,a fire hydra is in the background,0.375,0.17573142541048448,0.39999999999999997,0.4,0.18443191662261307,0.1757860783933462
tile_0164,a black and white image of a person,a blurry background,a bird flying in the sky,0.12500000000000003,0.12262648039048077,0.14285714285714288,0.2222222222222222,0.0,0.0
tile_0165,a large amount of colored con con con con con con con con con con con con con con con con con con con con con con con,a bird is sitting on a branch,a man is standing on a beach with a surfboard,0.03571428571428572,0.37225089001774603,0.05263157894736841,0.47058823529411764,0.0,0.20613696606828605
tile_0166,a woman with a green dress and a white shirt,a large green field,a large body of water,0.10000000000000002,0.38940039153570244,0.13333333333333333,0.4444444444444445,0.0,0.17077611319011649
tile_0167,a blur of a tree in the night,an aerial view of a green field with a lake,an aerial view of a small village in the middle of the countryside,0.26763071425949514,0.37040911034085894,0.380952380952381,0.4347826086956522,0.35027902738402644,0.2911650526086002
tile_0168,a green emerald gems,an aerial view of the site of the former fort,an aerial view of the site of the proposed site,0.0,0.8,0.0,0.8000000000000002,0.0,0.7900322566465156
tile_0169,a green leaf with a white background,an aerial view of the site of the proposed site,an aerial view of a farm and fields,0.12383969996431167,0.4,0.13333333333333333,0.4444444444444445,0.0,0.31882319724566466
tile_0170,a close up of a green leaf,an aerial view of a green field,an aerial view of the site of the proposed site,0.09306272250443651,0.37225089001774603,0.11764705882352941,0.47058823529411764,0.12735952979479354,0.35623391380599695
tile_0171,a blur of a flower in a green field,an aerial view of a field with a road,an aerial view of the site of the proposed site,0.09942659075715217,0.39770636302860873,0.10526315789473685,0.4210526315789474,0.11521554337793123,0.31882319724566466
tile_0172,a close up of a green and white flower,a green field with a small patch of grass,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0173,a green leaf with white spots,an aerial view of the golf course,aerial view of the valley,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0,0.5193879933129156
tile_0174,a green leaf with a blur effect,an aerial view of the golf course at the golf course,an aerial view of the countryside,0.0,0.45454545454545453,0.0,0.5882352941176471,0.0,0.4474497625772647
tile_0175,a green leaf with a blur effect,an aerial view of a golf course,an aerial view of the farm and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
tile_0176,a close up of a green leaf,an aerial view of the golf course at the golf course,an aerial view of a farm and lake,0.24767939992862334,0.36363636363636365,0.26666666666666666,0.4210526315789474,0.09349477497536716,0.23304831764702297
tile_0177,a green leaf with a white spot,an aerial view of a golf course,an aerial view of the golf course at the golf club,0.0,0.48404410457807934,0.0,0.6666666666666665,0.0,0.6258188344165561
tile_0178,a green background with white and black spots,a satellite image of a green field,an aerial view of the farm and surrounding fields,0.11031211282307446,0.10735389901075512,0.11764705882352941,0.125,0.06804963087832473,0.08176804146599938
tile_0179,a black and white cat is sitting in the grass,a satellite image of a lake surrounded by trees,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0180,a green leaf with a white flower on it,a green field,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
tile_0181,a black cat is standing on a white surface,a green piece of moss,a large body of water,0.11111111111111109,0.4,0.14285714285714285,0.4000000000000001,0.0,0.14438355527738672
tile_0182,a black cat sitting on a white surface,a green leaf,a plane flying over a lush green forest,0.25,0.12591706855837456,0.25,0.36363636363636365,0.0,0.1757860783933462
tile_0183,a very large cluster of stars,a blurry background,a purple background with a white and black background,0.10108844328543891,0.09022352215774179,0.13333333333333333,0.3333333333333333,0.0,0.31125746752705385
tile_0184,a black and white dog,a green tree,a large body of water,0.2,0.17113903967753066,0.20000000000000004,0.25,0.0,0.0
tile_0185,a green leaf with a white background,a satellite image of a green forest,a large hill with a forest in the background,0.4294155960430205,0.32206169703226534,0.5,0.375,0.20613696606828605,0.09349477497536716
tile_0186,a green and white diamond,an aerial view of the countryside,an aerial view of a farm in the countryside,0.08986579282344431,0.6065306597126334,0.14285714285714285,0.8,0.0,0.7765145304745155
tile_0187,a white and black cat,a satellite image of a golf course,an aerial view of the countryside,0.0,0.14285714285714285,0.0,0.15384615384615383,0.0,0.10163066979112656
tile_0188,a green leaf with a white line on it,a satellite image of a field with a road,an aerial view of the site of the proposed site,0.0,0.09942659075715217,0.0,0.10526315789473685,0.0,0.11521554337793123
tile_0189,a black and white cat is sitting on a tree,an aerial view of the golf course at the golf course,the site of the proposed gold mine in the kimberley,0.0,0.2727272727272727,0.0,0.28571428571428564,0.0,0.27949974008803935
tile_0190,a bird is flying through the trees,a satellite image of a golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0191,a green leaf with a white stripe,an aerial view of a green field with a road,an aerial view of the countryside,0.0,0.4,0.0,0.5,0.0,0.41120705506761873
tile_0192,a green leaf with a white spot,an aerial view of a golf course,an aerial view of the farm and surrounding fields,0.0,0.4294155960430205,0.0,0.5,0.0,0.3808165329771115
tile_0193,a blur of a person in a green shirt,an aerial view of a farm and field,an aerial view of the farm and surrounding fields,0.11111111111111109,0.6618726769384466,0.1111111111111111,0.7058823529411765,0.07397129483465995,0.615218690896332
tile_0194,a green leaf with white spots,an aerial view of the site of the proposed site,an aerial view of the farm and surrounding fields,0.0,0.5,0.0,0.5263157894736842,0.0,0.4265307066293535
tile_0195,a green background with a blur effect,a satellite image of the golf course at the augusta course,an aerial view of a farm and a small town,0.18612544500887301,0.18181818181818182,0.23529411764705882,0.1904761904761905,0.0,0.05027837469914857
tile_0196,a green background with a small white dot,a satellite image of a green field,an aerial view of the golf course at the course,0.0,0.09306272250443651,0.0,0.11764705882352941,0.0,0.0648911121832301
tile_0197,a close up of a green leaf,a satellite image of a golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0198,a black and white dog,a green leaf,an aerial view of the island,0.0,0.0,0.0,0.0,0.0,0.0
tile_0199,a black and white photo of a man in a suit,a green tree,the green lake in the middle of the forest,0.18181818181818182,0.045111761078870896,0.19999999999999998,0.16666666666666666,0.10214007428645529,0.10830156041911583
tile_0200,a man in a green shirt and black pants,a large field,an aerial view of the amazon river in the amazon rainforest,0.08897082254631197,0.0,0.09999999999999999,0.0,0.052109535570466194,0.0
tile_0201,a black cat is sitting on a white surface,a green leaf,a green leaf with a white stripe,0.3333333333333333,0.2635971381157267,0.375,0.6,0.09349477497536716,0.5023287782256719
tile_0202,a green toy car with a pink top,a satellite image of a green field,an aerial view of the site of the battle of britain,0.0,0.08067401742967989,0.0,0.1111111111111111,0.0,0.1875209628231685
tile_0203,a green leaf with a white background,a satellite image of the site of the proposed site,aerial view of the road leading to the village of the old castle,0.0,0.2963272882726872,0.0,0.34782608695652173,0.0,0.398825998901695
tile_0204,a green leaf with a white background,a satellite image of the golf course at the golf course,aerial view of the river and the surrounding area,0.0,0.2727272727272727,0.0,0.3,0.0,0.23558944307800445
tile_0205,a bird is sitting on a branch,a satellite image of a green field with a road,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0206,a green gems with a white center,an aerial view of the site of the site of the first battle,an aerial view of the village and surrounding fields,0.0,0.38461538461538464,0.0,0.4545454545454546,0.0,0.4371640378563157
tile_0207,a blur of green leaves,an aerial view of a farm and a field,a large field with a large building in the middle,0.07357588823428847,0.2982797722714565,0.13333333333333333,0.3157894736842105,0.0,0.06437099366532754
tile_0208,a blur of a tree in the forest,an aerial view of the golf course at the golf course,an aerial view of a green field with trees,0.22062422564614886,0.36363636363636365,0.23529411764705882,0.39999999999999997,0.07874460345594508,0.21283120630571967
tile_0209,a small bird perched on a branch of a tree,a satellite image of the golf course at the golf course,an aerial view of the village and surrounding countryside,0.10000000000000002,0.18181818181818182,0.10526315789473685,0.19999999999999998,0.06804963087832473,0.14585756144590012
tile_0210,a green leaf with a white background,an aerial view of the golf course at the golf course,an aerial view of the golf course,0.0,0.6363636363636364,0.0,0.7777777777777778,0.0,0.8914818747827301
tile_0211,a white cat is sitting on a green chair,an aerial view of a large field with a lake,an aerial view of a farm and fields,0.11111111111111109,0.5,0.11764705882352941,0.5555555555555556,0.0,0.368023208756115
tile_0212,a green leaf with a white background,an aerial view of the golf course,an aerial view of a green field with a small house,0.32269606971871956,0.32269606971871956,0.4444444444444444,0.4444444444444444,0.17856621555757482,0.3408242166238353
tile_0213,a white bird sitting on top of a tree,an aerial view of a large green field,an aerial view of a large green field,0.2222222222222222,1.0,0.23529411764705882,1.0,0.07780894359285004,1.0000000000000004
tile_0214,a green leaf with white spots,a green area with a river and trees,aerial view of a golf course in the forest,0.10108844328543891,0.11031211282307446,0.13333333333333333,0.11764705882352941,0.0,0.0
tile_0215,a close up of a green leaf,a satellite image of a golf course,an aerial view of the lake and surrounding area,0.10735389901075512,0.10735389901075512,0.125,0.125,0.08176804146599938,0.08176804146599938
tile_0216,a black and white dog with a green background,a green area with a small patch of land,an aerial view of the island,0.0,0.11111111111111109,0.0,0.13333333333333333,0.0,0.0845798608014702
tile_0217,a bunch of pink flowers on a white background,an aerial view of a green area with trees,a river in the middle of a forest,0.3333333333333333,0.2222222222222222,0.35294117647058826,0.23529411764705882,0.0845798608014702,0.0787446034559451
tile_0218,a black and white cat sitting on a tree branch,a small island in the middle of a body of water,an island in the middle of the ocean,0.0,0.45454545454545453,0.0,0.5263157894736842,0.0,0.5426113511847571
tile_0219,a black dog with a pink collar,a green leaf,an aerial view of the island,0.0,0.0,0.0,0.0,0.0,0.0
tile_0220,a white cloud with a red and green background,a green field with a white sky in the background,an aerial view of the land in the area,0.0,0.2,0.0,0.2105263157894737,0.0,0.1963538799734189
tile_0221,a blur of a tree in the forest,a satellite image of a lake surrounded by trees,an aerial view of a green field with a lake,0.2920502936517768,0.39770636302860873,0.33333333333333326,0.4210526315789474,0.07874460345594508,0.15592892548708362
tile_0222,a bird is sitting on a leaf in the forest,a satellite image of a road through a green field,an aerial view of the countryside,0.10000000000000002,0.10000000000000002,0.125,0.125,0.0787446034559451,0.0845798608014702
tile_0223,a green leaf with a blur effect,an aerial view of a green field with a river,an aerial view of a road in the countryside,0.10735389901075512,0.5,0.125,0.5263157894736842,0.0,0.33609692727625756
tile_0224,a man in a suit and tie is walking down the street,a large body of water,a large body of water,0.08333333333333333,1.0,0.11764705882352941,1.0,0.0,1.0
tile_0225,a green leaf with a blur effect,an aerial view of a golf course,an aerial view of a farm in the countryside,0.10735389901075512,0.5367694950537757,0.125,0.6250000000000001,0.0,0.41120705506761873
tile_0226,a green leaf with white flowers,an aerial view of a green field with trees,an aerial view of the countryside,0.0,0.4444444444444444,0.0,0.5333333333333333,0.0,0.41120705506761873
tile_0227,a close up of a green leaf,an aerial view of a golf course,an aerial view of a farm and fields,0.24767939992862334,0.6191984998215584,0.26666666666666666,0.6666666666666666,0.09349477497536716,0.45026814465562653
tile_0228,a green and white background with a small white flower,an aerial view of the golf course at the golf course,an aerial view of a farm and a field,0.3,0.36363636363636365,0.3157894736842105,0.39999999999999997,0.06437099366532754,0.23304831764702297
tile_0229,a green and white background with a small white flower,an aerial view of the green fields and trees,an aerial view of the farm and surrounding fields,0.10000000000000002,0.7777777777777778,0.10526315789473685,0.7777777777777778,0.05629715757507138,0.6392306240536285
tile_0230,a blur of a leaf,an aerial view of a golf course,an aerial view of a farm and a small village,0.2207276647028654,0.46531361252218256,0.4,0.588235294117647,0.11671773546032795,0.41120705506761873
tile_0231,a blur of a tree,a satellite image of a green forest,aerial view of the golf course at the golf course at the golf course,0.03305977764431731,0.05255420588163462,0.10526315789473682,0.09523809523809523,0.05524402556623145,0.04119928126162543
tile_0232,a black and white photo of a man in a suit,a green forest with a river running through it,a large green field with a small river,0.18181818181818182,0.5555555555555556,0.2105263157894737,0.5882352941176471,0.0,0.3041257418754935
tile_0233,a green leaf with white spots,an aerial view of the golf course at the golf course,an aerial view of the site of the proposed site,0.0,0.5454545454545454,0.0,0.5714285714285713,0.0,0.3879604638938763
tile_0234,a green and white flower with a white background,an aerial view of the golf course at the golf course,an aerial view of the golf course at the golf club,0.0,0.9090909090909091,0.0,0.9090909090909091,0.0,0.9102105182313398
tile_0235,a bunch of flowers,a green leaf,a large body of water,0.38940039153570244,0.17113903967753066,0.4444444444444445,0.25,0.17077611319011649,0.0
tile_0236,a black cat is sitting on a white surface,a piece of broccote,a small island in the middle of a lake,0.2222222222222222,0.14325239843009505,0.2222222222222222,0.30769230769230765,0.0,0.12536693798731732
tile_0237,a bunch of green leaves floating in the air,a green area,a large body of water,0.2222222222222222,0.17113903967753066,0.2857142857142857,0.25,0.09867961797986956,0.0
tile_0238,a tree with green leaves in the fore,a satellite image of a green field,an aerial view of a golf course,0.12500000000000003,0.2857142857142857,0.13333333333333333,0.2857142857142857,0.0,0.10163066979112656
tile_0239,a green plant with white flowers in the background,a satellite image of the site of the proposed site,an aerial view of the countryside,0.11111111111111109,0.2,0.13333333333333333,0.25,0.0787446034559451,0.2720902584969815
tile_0240,a green leaf with a white flower on it,a satellite image of a golf course,an aerial view of a farm and a road,0.2222222222222222,0.32206169703226534,0.2222222222222222,0.375,0.0,0.09349477497536716
tile_0241,a blur of leaves,an aerial view of a golf course,an aerial view of a green field with a road,0.11156508007421491,0.46531361252218256,0.28571428571428575,0.588235294117647,0.11671773546032795,0.41120705506761873
tile_0242,a close up of a green leaf,a green field with trees and water,a large area with a river and trees,0.24767939992862334,0.4953587998572467,0.26666666666666666,0.5333333333333333,0.0,0.3360969272762574
tile_0243,a green gems stone,an aerial view of the site of the former fort,an aerial view of a farm in the hills,0.07162619921504752,0.5,0.15384615384615383,0.5263157894736842,0.0,0.5147429270236511
tile_0244,a green and white background with a small white dot,an aerial view of the golf course at the golf club,an aerial view of a farm in the countryside,0.10000000000000002,0.45454545454545453,0.10526315789473685,0.5,0.0,0.3885263357966653
tile_0245,a green leaf with white spots,a satellite image of a golf course,an aerial view of the river and surrounding farmland,0.0,0.10735389901075512,0.0,0.125,0.0,0.08176804146599938
tile_0246,a green background with a blur of leaves,a satellite image of a golf course,an aerial view of the countryside,0.12500000000000003,0.14285714285714285,0.14285714285714288,0.15384615384615383,0.09193998174078082,0.10163066979112656
tile_0247,a green background with a white background,a satellite image of the golf course,an aerial view of a farm in the middle of the country,0.06993452279385044,0.20980356838155134,0.10526315789473685,0.3157894736842105,0.0,0.2720902584969815
tile_0248,a blur of a tree in the forest,a green field with a small pond in the middle,an aerial view of a green valley,0.25,0.2,0.26666666666666666,0.23529411764705882,0.09193998174078082,0.07874460345594508
tile_0249,a blur of green leaves,an aerial view of the golf course at the golf course,an aerial view of the village of the village of the village of the village of the village of the village,0.008152440795673243,0.21975835719770886,0.07692307692307693,0.37499999999999994,0.16800583191442556,0.3421778496540233
tile_0250,a blur of a tree in the forest,a satellite image of a green area with a river and a forest,an aerial view of the golf course at the course,0.19470019576785122,0.07692307692307693,0.22222222222222224,0.08695652173913043,0.19976381413756955,0.04723062045463176
tile_0251,a green tree in the middle of a field,an aerial view of the park,a large mountain with a small town in the middle,0.49713295378576094,0.08556951983876535,0.5263157894736842,0.125,0.2532094495161745,0.07874460345594508
tile_0252,a close up of a green leaf,an aerial view of a green field with a river,an aerial view of the golf course at the golf club,0.08067401742967989,0.36193496721438384,0.1111111111111111,0.380952380952381,0.06261451546913585,0.22858816137955915
tile_0253,a group of black and white butterflies flying in the sky,a green leaf,a satellite image of a small island in the middle of a lake,0.30318287930006566,0.011891331115750803,0.33333333333333337,0.125,0.2307858051498197,0.0
tile_0254,a vase with flowers in it,a satellite image of a green island,a large body of water,0.16666666666666669,0.2857142857142857,0.1818181818181818,0.3333333333333333,0.0,0.1273595297947935
tile_0255,a green plant with a white background,a satellite image of a green field,a large body of water,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.0,0.1273595297947935
tile_0256,a white and black cat is looking up at the camera,a green leaf,a large body of water with a small island in the middle,0.16601831205132045,0.016595689455954646,0.17391304347826086,0.13333333333333333,0.05325383733705391,0.0
tile_0257,a blur of a tree in the sky,an aerial view of a green field with a river,an aerial view of the countryside,0.25,0.4,0.28571428571428575,0.5,0.20199309249791841,0.41120705506761873
tile_0258,a green leaf with white spots,an aerial view of the village of the village of the village of the village of the village of the village,an aerial view of a village in the mountains,0.10108844328543891,0.2857142857142857,0.13333333333333333,0.4,0.0,0.6318758643254954
tile_0259,a blur of a green leaf,an aerial view of a green field with trees,aerial view of the countryside,0.16666666666666669,0.3333333333333333,0.1818181818181818,0.42857142857142855,0.1273595297947935,0.317107466580271
tile_0260,a green and white flower with a white flower in the middle,a golf course with a green field and trees,an aerial view of the golf course at the golf club,0.08333333333333333,0.17794164509262397,0.08695652173913043,0.19999999999999998,0.07633682625260854,0.17496747892731795
tile_0261,a green leaf with a white background,an aerial view of the river and surrounding farmland,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0262,a green leaf with white spots,a satellite image of a golf course,an aerial view of a green field with trees,0.3032653298563167,0.21470779802151024,0.4,0.25,0.19087406613020352,0.08704446792504217
tile_0263,a green and white background with a small bird,a green field with a river running through it,aerial view of the countryside in the french countryside,0.0,0.0,0.0,0.0,0.0,0.0
tile_0264,a bird is sitting on a branch of a tree,an aerial view of a green field with a river,aerial view of the countryside,0.10000000000000002,0.3,0.13333333333333333,0.4,0.09349477497536716,0.317107466580271
tile_0265,a close up of a green leaf,aerial view of the golf course at the golf course at the golf course,an aerial view of a green field with trees,0.32206169703226534,0.21428571428571425,0.375,0.2608695652173913,0.1908740661302035,0.10431163602219433
tile_0266,a blur of a tree in the forest,a green field with a small lake in the middle,aerial view of the valley and surrounding hills of the valley of the river,0.11809163818525367,0.06703200460356394,0.18181818181818182,0.08333333333333333,0.3103322622221813,0.11421343755714382
tile_0267,a tree with green leaves in the background,a satellite image of a green field with a road,an aerial view of a green valley,0.25,0.3,0.26666666666666666,0.3529411764705882,0.0845798608014702,0.18443191662261307
tile_0268,a green background with a white and black pattern,a green and white surface with a small patch of water,a large mountain with a forest in the background,0.4444444444444444,0.2727272727272727,0.4444444444444444,0.3,0.16839750037215276,0.06804963087832473
tile_0269,a blur of a leaf,a satellite image of the golf course at the golf course,aerial view of the valley of the river,0.10976232721880529,0.2727272727272727,0.15384615384615385,0.3157894736842105,0.20199309249791833,0.29103552204645605
tile_0270,a black and white dog sitting on top of a green leaf,an aerial view of a green field and a lake,an aerial view of a green valley and a river,0.4166666666666667,0.8,0.45454545454545453,0.8000000000000002,0.2038037084651848,0.6029748160380571
tile_0271,a green and white diamond,a green field,a large body of water,0.2,0.17113903967753066,0.20000000000000004,0.25,0.0,0.0
tile_0272,a green plant with a white background,a green field,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
tile_0273,a close up of a green leaf,an aerial view of the green fields and trees,aerial view of the countryside,0.14285714285714285,0.4444444444444444,0.16666666666666666,0.5714285714285714,0.11234277891542777,0.4392749903163555
tile_0274,a green leaf with pink flowers in the background,a satellite image of a lake and a forest,an aerial view of a green field with a lake,0.2982797722714565,0.39770636302860873,0.3157894736842105,0.4210526315789474,0.14438355527738672,0.17077611319011654
tile_0275,a green background with small white dots,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0276,a small bird sitting on top of a green leaf,a satellite image of a golf course,aerial view of the countryside,0.10000000000000002,0.14285714285714285,0.13333333333333333,0.16666666666666666,0.08704446792504218,0.11234277891542777
tile_0277,a green leaf with white flowers,an aerial view of a golf course,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0278,a green and white camouflage cam cam cam,an aerial view of a golf course,an aerial view of a farm in the countryside,0.11031211282307446,0.5367694950537757,0.11764705882352941,0.6250000000000001,0.0,0.41120705506761873
tile_0279,a close up of a green leaf,an aerial view of a green field,an aerial view of the countryside,0.14285714285714285,0.5714285714285714,0.15384615384615383,0.6153846153846153,0.10163066979112656,0.5031026124151314
tile_0280,a green and white flower with a black center,a satellite image of a green field,an aerial view of a green field with a small house in the middle,0.25500152032774787,0.2627710294081731,0.34782608695652173,0.4761904761904762,0.12442854619985261,0.24963549414381242
tile_0281,a green background with lots of small leaves,a satellite image of a green field,an aerial view of a green valley,0.375,0.42857142857142855,0.39999999999999997,0.42857142857142855,0.18443191662261307,0.22576484600261607
tile_0282,a green leaf with a white background,an aerial view of a golf course,an aerial view of a green field with trees,0.32206169703226534,0.5367694950537757,0.375,0.6250000000000001,0.19087406613020352,0.41120705506761873
tile_0283,a green background with a white flower,an aerial view of a green field,an aerial view of the golf course at the golf club,0.0,0.32269606971871956,0.0,0.4444444444444444,0.0,0.2796724903912866
tile_0284,a green leaf with white flowers,a satellite image of a golf course,a view of the valley from the air,0.11942188509563156,0.24767939992862334,0.14285714285714288,0.26666666666666666,0.0,0.08176804146599938
tile_0285,a green plant with white flowers,an aerial view of a green field with a small lake,an aerial view of a green valley with a small lake,0.21729910425353913,0.9090909090909091,0.3529411764705882,0.9090909090909091,0.17856621555757482,0.8019783064439235
tile_0286,a blur of a tree in the forest,a green area with a small lake in the middle,aerial view of the valley of the river,0.25,0.10000000000000002,0.25,0.11111111111111112,0.3187840217537793,0.11671773546032797
tile_0287,a green leaf with a white background,a golf course in the woods,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.013680833103983134,0.0,0.07407407407407407,0.0,0.14819654298092746
tile_0288,a blur of a tree,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.07357588823428847,0.4,0.13333333333333333,0.4000000000000001,0.1707761131901165,0.2911650526086002
tile_0289,a white plate with a bunch of black and white flowers,a green leaf,a satellite image of the island,0.18181818181818182,0.12262648039048077,0.23529411764705885,0.2222222222222222,0.07357474610589511,0.0
tile_0290,a white apple sitting on top of a pile of green leaves,a lake surrounded by green grass and trees,a large green lake surrounded by trees,0.16666666666666669,0.75,0.2105263157894737,0.7999999999999999,0.06360120575671213,0.6327904583679945
tile_0291,a close up of a green leaf,aerial view of the golf course at the golf course,an aerial view of a farm in the countryside,0.21470779802151024,0.4,0.25,0.4210526315789474,0.08704446792504217,0.2911650526086002
tile_0292,a bird sitting on a branch in the woods,an aerial view of a green field with a road,an aerial view of the farm and surrounding fields,0.11111111111111109,0.4,0.1111111111111111,0.4210526315789474,0.06804963087832473,0.31125746752705385
tile_0293,a green leaf with white flowers,an aerial view of a green field,an aerial view of a farm and fields,0.11942188509563156,0.6191984998215584,0.14285714285714288,0.6666666666666666,0.0,0.45026814465562653
tile_0294,a blur of green leaves,a satellite image of a green field,a satellite image of a golf course,0.26812801841425576,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.1273595297947935,0.43161341897075145
tile_0295,a bird is sitting on a branch of a tree,an aerial view of a golf course,an aerial view of the countryside,0.10000000000000002,0.5714285714285714,0.125,0.6153846153846153,0.0845798608014702,0.5031026124151314
tile_0296,a green leaf with a white background,an aerial view of the green fields and trees,an aerial view of the countryside,0.0,0.5555555555555556,0.0,0.6666666666666667,0.0,0.5270724758293459
tile_0297,a close up of green leaves,an aerial view of a green field,an aerial view of the land in the middle of the country,0.0613132401952404,0.27973809117540177,0.1111111111111111,0.4210526315789474,0.11234277891542778,0.3101928630244898
tile_0298,a green background with white flowers,a satellite image of a green field,aerial view of the forest,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.11234277891542777
tile_0299,a green leaf with white spots,an aerial view of a green field,an aerial view of a green field with trees,0.3032653298563167,0.7514772930752859,0.4,0.8750000000000001,0.19087406613020352,0.7765145304745155
tile_0300,a green leaf with white flowers in the background,a satellite image of a golf course,an aerial view of a green valley,0.2222222222222222,0.2857142857142857,0.25,0.2857142857142857,0.07874460345594508,0.10163066979112656
tile_0301,a bunch of green leaves,a green field with a small lake in the middle,aerial view of the countryside,0.2,0.10000000000000002,0.20000000000000004,0.13333333333333333,0.1273595297947935,0.08704446792504218
tile_0302,a green background with leaves,a golf course in the woods,an aerial view of a green valley,0.26812801841425576,0.141080287481769,0.3333333333333333,0.15384615384615383,0.11521554337793122,0.0
