tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0067,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,11,10
tile_0067,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be paved,",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the bottom left. The road at the bottom is paved and appears,There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the bottom left. The road at the bottom is paved and appears
tile_0067,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are a total of 4 buildings visible in the image. The rooftop of one of the buildings is described as being gray in color.,There are a total of 11 buildings visible in the image. The rooftop of one building is teal in color.,There are a total of 11 buildings visible in the image. The rooftop of one building is described as being gray in color.
tile_0068,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 20%, agriculture 30%, urban 5%, water 20%, bare soil 25%","forest 40%, agriculture 20%, urban 5%, water 20%, bare soil 5%","forest 40%, agriculture 20%, urban 5%, water 25%, bare soil 5%"
tile_0068,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0068,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0068,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,No.,No.
tile_0068,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0068,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,There are two roads or paths visible in this image. One is located at the top right of the image and appears to be a paved road or path. The other is located at the bottom of,"There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top right. The road at the bottom left appears to be paved,",There are two roads or paths visible in this image. One is located at the top right of the image and the other is located at the top left of the image. The roads are not specified as
tile_0068,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There are a total of 3 buildings visible in the image. The building at the center is gray in color, the building at the right is also gray in color, and the building at the top is not specified in the","There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the center is surrounded","There are a total of 3 buildings visible in the image. The building at the bottom is gray in color, the building at the center is white, and the building at the top is not specified."
tile_0069,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 10%, agriculture 50%, urban 0%, water 0%, bare soil 40%","forest 20%, agriculture 50%, urban 5%, water 25%, bare soil 5%.","forest 10%, agriculture 50%, urban 0%, water 20%, bare soil 20%"
tile_0069,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0069,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",4,1,4
tile_0069,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0069,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,2,2
tile_0069,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road or path visible in this image, which is located at the top left corner of the image. It appears to be an unpaved road or path, possibly made of dirt",There are two roads or paths visible in this image. One is located at the top left corner and the other is located at the top right corner. The roads are not specified as paved or un,"There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0069,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There are a total of 3 buildings visible in the image. The building at the top left is surrounded by trees, and the building at the top right is surrounded by trees as well. The building at the top left has",There are two buildings visible in the image. One building is located at the top left and the other is located at the top right. The color or material of the rooftop is not specified in the image.,There are two buildings visible in the image. One building is located at the top left and the other is located at the top right. The color or material of the rooftop is not specified in the image.
tile_0070,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 30%, agriculture 20%, urban 5%, water 10%, bare soil 35%","forest 30%, agriculture 20%, urban 5%, water 20%, bare soil 20%","forest 20%, agriculture 50%, urban 10%, water 10%, bare soil 10%"
tile_0070,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0070,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,3
tile_0070,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0070,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
tile_0070,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the top right of the image and appears to be a paved road, while the other is located at the bottom right of",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to
tile_0070,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are two buildings visible in the image. One building is located at the top right and the other one is located at the top left. The rooftop of the building at the top right is gray in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being gray in color.,There are a total of 11 buildings visible in the image. The rooftop of one building is described as being dark slate gray in color.
tile_0071,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 30%, agriculture 50%, urban 5%, water 10%, bare soil 15%","forest 30%, agriculture 50%, urban 10%, water 10%, bare soil 10%","forest 40%, agriculture 50%, urban 5%, water 10%, bare soil 5%"
tile_0071,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0071,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",4,4,1
tile_0071,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0071,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
tile_0071,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the center of the image. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the left side of the image. The roads are not specified as paved or
tile_0071,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There are a total of 3 buildings visible in the image. The building at the top right is surrounded by trees, and the building at the top left is surrounded by trees as well. The building at the top left is",There are a total of 4 buildings visible in the image. The rooftop of one building is described as being surrounded by trees.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being made of dimgray material.
tile_0072,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 60%, agriculture 10%, urban 0%, water 25%, bare soil 15%","forest 45%, agriculture 10%, urban 0%, water 10%, bare soil 0%"
tile_0072,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0072,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0072,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0072,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,2
tile_0072,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0072,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are two buildings visible in this image. One of them is surrounded by trees at the top left, and the other one is located at the top right. The color or material of the rooftops is not specified"
tile_0073,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%","forest 50%, agriculture 20%, urban 5%, water 25%, bare soil 5%.","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%"
tile_0073,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,No.
tile_0073,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",3,2,1
tile_0073,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0073,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,2
tile_0073,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There are two roads or paths visible in this image. One is located at the top left and the other is located at the top right. The road at the top left appears to be paved,","There are two roads or paths visible in this image. One is located at the top left and the other is located at the top right. The road at the top left appears to be paved,","There are two roads or paths visible in this image. One is located at the top left and the other is located at the top right. The road at the top left appears to be paved,"
tile_0073,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.,There are two buildings visible in the image. One of them is surrounded by trees at the top left. The other building is located at the top right. The color or material of the rooftops is not specified in
tile_0074,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 20%, urban 5%, water 25%, bare soil 5%.","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0074,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0074,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,2,1
tile_0074,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0074,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0074,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be an unp,"There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be paved,"
tile_0074,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in the image, and it is surrounded by trees at the bottom left. The building's rooftop is not visible in the image, so it is not possible to describe its color or",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0075,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 60%, agriculture 20%, urban 5%, water 5%, bare soil 10%","forest 75%, agriculture 10%, urban 0%, water 10%, bare soil 10%","forest 40%, agriculture 20%, urban 5%, water 25%, bare soil 5%"
tile_0075,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0075,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,2
tile_0075,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,No.,Yes.
tile_0075,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,10
tile_0075,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road.",There are two roads or paths visible in this image. One is located at the center of the image and the other is located at the right side of the image. The roads are not specified as p,There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the right side of the image. The road at the bottom is un
tile_0075,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are a total of 4 buildings visible in the image. The building at the top right is surrounded by trees and has a gray roof. The building at the top left is surrounded by trees and has a gray roof.,There are a total of 4 buildings visible in the image. The building at the top right is surrounded by trees and has a gray color. The building at the top left is surrounded by trees and has a gray color.
tile_0076,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 30%, urban 5%, water 5%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0076,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0076,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,2
tile_0076,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0076,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0076,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the center of the image. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the center of the image. It appears to be an unpaved road."
tile_0076,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.
tile_0077,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 50%, agriculture 25%, urban 0%, water 25%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0077,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0077,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,4
tile_0077,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0077,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0077,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is surrounded by trees and appears,There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the center. The road at the bottom right is paved and appears to be
tile_0077,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are two buildings visible in the image. One building is located at the bottom left and the other is located at the bottom right. The color or material of the rooftop is not specified in the image.
tile_0078,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 50%, agriculture 0%, urban 0%, water 10%, bare soil 0%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 15%"
tile_0078,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0078,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,3
tile_0078,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0078,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,11
tile_0078,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to,There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to
tile_0078,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are a total of 4 buildings visible in the image. The building at the bottom right is surrounded by trees and has a gray color. The building at the bottom left is surrounded by trees and has a gray color.,There are a total of 4 buildings visible in the image. The building at the bottom right is surrounded by trees and has a gray roof. The building at the bottom left is surrounded by trees and has a gray roof.
tile_0079,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 20%, agriculture 10%, urban 30%, water 5%, bare soil 37%","forest 35%, agriculture 25%, urban 30%, water 10%, bare soil 5%","19%, 27%, 43%, 14%, 10%"
tile_0079,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes,Yes.
tile_0079,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0079,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0079,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",10,100,10
tile_0079,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The roads are not specified as paved or unpaved,There are 2 roads or paths visible in this image. One is at the bottom left and the other is at the top right. The roads are paved and appear to be well-maint,There are 2 roads or paths visible in this image. One is at the bottom right and the other is at the top right. The roads are paved and appear to be made of asph
tile_0079,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are a total of 4 buildings visible in the image. The rooftop of one building is described as being gray in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is teal in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being dark slate gray in color.
tile_0080,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 20%, agriculture 10%, urban 60%, water 10%, bare soil 10%","forest 34%, agriculture 10%, urban 39%, water 10%, bare soil 17%","forest 25%, agriculture 10%, urban 50%, water 10%, bare soil 10%"
tile_0080,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes,Yes
tile_0080,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,0
tile_0080,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0080,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",10,10,10
tile_0080,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are 2 roads or paths visible in this image. One is at the bottom right and the other is at the top left. The roads are paved and appear to be well-maint,There are 2 roads or paths visible in this image. One is at the bottom left and the other is at the bottom right. They are paved and appear to be made of asphalt
tile_0080,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are a total of 4 buildings visible in the image. The rooftop of one of the buildings is described as being gray in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being close to another building at the top right.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being gray in color.
tile_0081,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 20%, agriculture 10%, urban 30%, water 10%, bare soil 30%","forest 27%, agriculture 10%, urban 55%, water 1%, bare soil 17%","forest 20%, agriculture 10%, urban 60%, water 10%, bare soil 10%"
tile_0081,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes
tile_0081,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0081,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,No.,No.
tile_0081,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",10,10,10
tile_0081,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top right. The road at the bottom left appears to be paved,",There are 2 roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The roads are paved and appear to be made of,There are 2 roads or paths visible in this image. One is at the bottom left and the other is at the bottom right. They are paved and appear to be made of asphalt
tile_0081,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There are a total of 4 buildings visible in the image. The rooftop of one building is described as being close to another building, and it is not specified whether they are the same color or material.","There are a total of 11 buildings visible in the image. The rooftop of one building is described as being close to another building at the top left, and it is not specified whether it is a single",There are a total of 10 buildings visible in the image. The rooftop of one building is described as being gray in color.
tile_0082,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 20%, agriculture 10%, urban 10%, water 10%, bare soil 55%.","forest 27%, agriculture 10%, urban 45%, water 10%, bare soil 18%",17% <p>some buildings  at the bottom</p> | <80>
tile_0082,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes
tile_0082,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,0,0
tile_0082,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0082,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
tile_0082,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be a paved road as it is clearly visible and has a defined path.",There are 2 roads or paths visible in this image. One is at the bottom right and the other is at the top right. The roads are paved and appear to be made of asph,There are 2 roads or paths visible in this image. One is at the bottom left and the other is at the bottom right. They are paved and appear to be made of asphalt
tile_0082,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are two buildings visible in this image. One building is located at the top right and the other one is located at the top left. The rooftop of the building at the top right is gray in color.,"There are a total of 10 buildings visible in the image. The rooftop of one building is described as being close to another building at the top left, and it is not specified whether it is a single",There are a total of 10 buildings visible in the image. The rooftop of one building is described as being gray in color.
tile_0083,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 60%, agriculture 10%, urban 20%, water 10%, bare soil 10%","forest 50%, agriculture 20%, urban 10%, water 10%, bare soil 10%"
tile_0083,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0083,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,0,1
tile_0083,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0083,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
