region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0235,a man in a suit and tie is looking at something,aerial view of the fields,an aerial view of a green field,0.0909090909090909,0.4021920276213835,0.1111111111111111,0.5,0.0,0.3808726084759437
R1,tile_0236,a blur of a person walking on a sidewalk,aerial view of the river,an aerial view of the site of the proposed site,0.0994265907571521,0.2943035529371539,0.1052631578947368,0.5333333333333333,0.1152155433779312,0.5250790579579575
R1,tile_0237,a cat is walking on the sidewalk in the dark,a large body of water,an aerial view of the lake and surrounding land,0.1,0.0898657928234443,0.1052631578947368,0.1428571428571428,0.1155574412102285,0.0926978966862705
R1,tile_0238,a close up of a keyboard keyboard,a small lake surrounded by a large green field,a lake with a lot of water,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.375,0.0934947749753671,0.0934947749753671
R1,tile_0239,a black and white cat,a close up of a piece of cake,a large body of water,0.2,0.25,0.2,0.3076923076923077,0.0,0.2202881505618296
R1,tile_0240,a black object on a white surface,a close up of a leaf with a blury background,a large waterfall,0.1428571428571428,0.1,0.2,0.1538461538461538,0.0,0.0
R1,tile_0241,a white cloud in the sky,a red and black bird,a man on a snowboard in the snow,0.3582656552868946,0.1097623272188052,0.4285714285714285,0.1538461538461538,0.225764846002616,0.0
R1,tile_0242,a green field,a cake with a slice missing,a person is flying a kite on a hill,0.0451117610788708,0.2021768865708778,0.1666666666666666,0.2666666666666666,0.0,0.0
R1,tile_0243,a bird flying in the sky,a bird sitting on a rock,a blur of a mountain,0.1666666666666666,0.3333333333333333,0.1818181818181818,0.3636363636363636,0.0,0.0
R1,tile_0244,a black and white cat,a person is skiing down a hill,a person is in the air,0.1637461506155964,0.4285714285714285,0.1818181818181818,0.4615384615384615,0.0,0.2523342014336961
R1,tile_0245,a green field,a bird is flying over a green field,a large body of water,0.1711390396775306,0.125,0.25,0.1538461538461538,0.0,0.0
R1,tile_0246,a green mountain,a bird is perched on a branch of a tree,an aerial view of the site of the proposed site,0.0,0.1,0.0,0.1,0.0,0.1059921313509325
R1,tile_0247,a green tree with white leaves,a green patch of land,a view of a lake and a grassy area,0.1010884432854389,0.1797315856468886,0.1333333333333333,0.2857142857142857,0.0,0.1152155433779312
R1,tile_0248,a blur of a tree in the sky,a green wall with a white and black sign,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0249,a pink and green background with a black and white stripe,a green wall with a small patch of dirt,an aerial view of the site of the proposed site,0.0,0.0994265907571521,0.0,0.1052631578947368,0.0,0.1059921313509325
R1,tile_0250,a close up of a flower with a blur effect,a green wall with a small patch of grass,a green and brown area with a small patch of grass,0.3619349672143838,0.7117665803704959,0.380952380952381,0.7999999999999999,0.1458743908205645,0.615218690896332
R1,tile_0251,a close up of a pink flower,a bird is sitting on a rock,a large green field with a few trees,0.2476793999286233,0.2476793999286233,0.2666666666666666,0.2666666666666666,0.0,0.0
R1,tile_0252,a green field with a white line in the middle,a green field with a dirt road and a white line,a river running through a lush green forest,0.3,0.2727272727272727,0.3333333333333332,0.3157894736842105,0.078744603455945,0.078744603455945
R1,tile_0253,a black and white photo of a man in a suit,aerial view of the road leading to the village of the white horse,a satellite image of the site of the proposed site,0.1818181818181818,0.3076923076923076,0.1904761904761905,0.3478260869565217,0.1023976658850038,0.398825998901695
R1,tile_0254,a black and white photo of a man in a suit,aerial view of the fields,a large field with a road and a road,0.3636363636363636,0.0,0.3999999999999999,0.0,0.0674430476929674,0.0
R1,tile_0255,a man in a suit and tie is standing in front of a wall,aerial view of the farm,an aerial view of the farm fields,0.0714285714285714,0.6703200460356393,0.0952380952380952,0.8333333333333333,0.05612175491366,0.7474073540060465
R1,tile_0256,a black cat is looking at the camera,a green field,a satellite image of the site of the proposed site,0.1947001957678512,0.032323989288135,0.2222222222222222,0.1538461538461538,0.1099856999317355,0.0
R1,tile_0257,a green and white background,aerial view of a soccer field,an aerial view of the soccer field,0.0,0.7054014374088451,0.0,0.7692307692307692,0.0,0.7474073540060465
R1,tile_0258,a white sign on a green field,an aerial view of a field with a small house,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0259,a white cat is standing in the grass,aerial photograph of the road leading to the village of stow,an aerial view of the farm and surrounding fields,0.1103121128230744,0.2727272727272727,0.1176470588235294,0.3,0.0680496308783247,0.284121337638324
R1,tile_0260,a person is doing a trick on a skateboard,aerial view of the farm,an aerial view of the countryside,0.0,0.6549846024623855,0.0,0.7272727272727272,0.0,0.5803329846765686
R1,tile_0261,a man in a black shirt and a white shirt,a large field with a road and a small road,an aerial view of the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0262,a green leaf with a white background,aerial view of the green fields,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0263,a green stone with a white and black design,an aerial view of a green field,an aerial view of the lake and surrounding land,0.111111111111111,0.4294155960430205,0.1111111111111111,0.5,0.0680496308783247,0.3808165329771115
R1,tile_0264,a green flower,a large body of water,an island in the middle of a lake,0.0629585342791872,0.2195246544376105,0.1818181818181818,0.3076923076923077,0.0,0.1059921313509325
R1,tile_0265,a small white dog,a green leaf on a tree,a large body of water,0.1947001957678512,0.1666666666666666,0.2222222222222222,0.1818181818181818,0.0,0.0
R1,tile_0266,a small bird is flying over the sand,a green leaf on a tree,a large body of water,0.125,0.1666666666666666,0.1538461538461538,0.1818181818181818,0.0,0.0
R1,tile_0267,a green bush with a white background,a large green cake,a large body of water,0.1428571428571428,0.3894003915357024,0.1666666666666666,0.4444444444444445,0.0,0.1707761131901164
R1,tile_0268,a white sand beach,a bird flying over a lush green forest,a river with a boat in it,0.1180916381852536,0.25,0.1818181818181818,0.2666666666666666,0.0,0.0
R1,tile_0269,a white and black cat,a bird is flying over a green hill,a piece of cake,0.2,0.125,0.2222222222222222,0.1666666666666666,0.0,0.0
R1,tile_0270,a green and white logo on a white background,a bird flying over a lake with a green sky,a lake with a small body of water,0.2222222222222222,0.4,0.2352941176470588,0.4444444444444445,0.0,0.184431916622613
R1,tile_0271,a tree with green leaves,a large green area,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0272,a green and white object with a white stripe,a green wall with a white and black paint,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0273,a green substance with a white substance on it,a green wall with a white line,an aerial view of the amazon river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0274,a green and white background with a white line,a river running through a lush green forest,an aerial view of a river and a forest,0.3333333333333333,0.4412484512922977,0.3333333333333333,0.4705882352941176,0.0680496308783247,0.184431916622613
R1,tile_0275,a blur of pink and green leaves,a green wall with a small patch of grass,a large green field,0.2857142857142857,0.2222222222222222,0.3636363636363636,0.3076923076923076,0.1362763414390864,0.1253669379873173
R1,tile_0276,a man in a suit and tie is holding a microphone,a large body of water,a large field with a lot of grass,0.1818181818181818,0.3292869816564158,0.2105263157894737,0.4615384615384615,0.0,0.2605556710562624
R1,tile_0277,a black and white cat sitting on top of a wooden table,a field with a large green field in the middle,a field with a soccer field in the middle,0.1666666666666666,0.8,0.1904761904761905,0.8421052631578948,0.0,0.7327068970668787
R1,tile_0278,a man in a suit and tie is standing in front of a white wall,an aerial view of a field with a small house,an aerial view of the site of the proposed site,0.0666666666666666,0.4,0.08,0.4000000000000001,0.0735650445476246,0.2911650526086002
R1,tile_0279,a cow is standing in the grass,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0930627225044365,1.0,0.1176470588235294,1.0,0.1152155433779312,1.0
R1,tile_0280,a blur of a tree in the sky,an aerial view of the site of the proposed site,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0281,a close up of a flower,a satellite image of a green area,an aerial view of the site of the proposed site,0.0855695198387653,0.0930627225044365,0.125,0.1176470588235294,0.1443835552773867,0.1273595297947935
R1,tile_0282,a bird is perched on a tree branch,an aerial view of a green field,an aerial view of the land that is being used for the development of the property,0.0459849301464303,0.1579731695026082,0.0833333333333333,0.3478260869565217,0.0444980027534634,0.2783612717568688
R1,tile_0283,a small animal is standing in the grass,an aerial view of a golf course,an aerial view of the site of the proposed site,0.0973500978839256,0.372250890017746,0.1111111111111111,0.4705882352941176,0.1059921313509325,0.3562339138059969
R1,tile_0284,a green and red background with a black background,a green field with a small lake in the middle,a satellite image of the site of the proposed site,0.0994265907571521,0.2,0.1052631578947368,0.2,0.0,0.1023976658850039
R1,tile_0285,a man in a suit and tie,a large green field,an aerial view of the site of the former site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0286,a dog is sitting on the grass,a river running through a lush green forest,an aerial view of the river and surrounding farmland,0.1073538990107551,0.1103121128230744,0.125,0.1176470588235294,0.0739712948346599,0.0739712948346599
R1,tile_0287,a white dog is walking on the grass,a river running through a lush green forest,a river running through a lush green forest,0.125,1.0,0.125,1.0,0.0,1.0000000000000002
R1,tile_0288,a blur of pink and green in the background,a green wall with a small patch of paint,an aerial view of the forest and the surrounding area,0.2982797722714565,0.0994265907571521,0.3157894736842105,0.1052631578947368,0.2638244299997873,0.0585097041336729
R1,tile_0289,a blur of pink and green,a green wall with a small patch of grass,a satellite image of the area where the site of the proposed gold mine was located,0.0629585342791872,0.1020946275635392,0.1818181818181818,0.16,0.1040194984473491,0.0865679102321895
R1,tile_0290,a blur of pink and green,a green wall with a small patch of grass,a satellite image of the area where the two bodies of the two bodies of the same bodies are found,0.032323989288135,0.0654610729578016,0.1538461538461538,0.1379310344827586,0.1123427789154277,0.0934947749753671
R1,tile_0291,a colorful background with a lot of small squares,a green and yellow wall with a small patch of grass,a large patch of land with trees and bushes,0.3333333333333333,0.4545454545454545,0.3333333333333333,0.5,0.1559289254870836,0.3112574675270537
R1,tile_0292,a black and white cat is walking on the grass,a piece of cake,a large green heart shaped tree in the middle of a road,0.1637461506155964,0.0676676416183063,0.1818181818181818,0.25,0.0562971575750713,0.10371551133313
R1,tile_0293,a white and black striped pattern,a small river,a river in the middle of a lush green forest,0.0855695198387653,0.06464797857627,0.125,0.3076923076923076,0.0,0.1505569696020495
R1,tile_0294,a close up of a green eye with a black eyeliner,a bird flying over a body of water,the mississippi river is seen from space,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0295,a green leaf,a cake with a green frosting on top,a boat is in the water near a green island,0.06464797857627,0.2920502936517768,0.3076923076923076,0.3333333333333332,0.1505569696020495,0.078744603455945
R1,tile_0296,a green tree with a white background,a piece of cake with a green frosting,an aerial view of the amazon river,0.0,0.125,0.0,0.1333333333333333,0.0,0.0845798608014702
R1,tile_0297,a blur of pink and green,a green and brown wall,an aerial view of a forest with a small house,0.1711390396775306,0.0735758882342884,0.25,0.1333333333333333,0.0870444679250421,0.0
R1,tile_0298,a green field with a white sky in the background,a green and white background,an aerial view of the site of the proposed site,0.1,0.0,0.1,0.0,0.0986796179798696,0.0
R1,tile_0299,a close up of a cell phone with a picture of a person,an aerial view of a farm and a river,a satellite image of a road in the countryside,0.2307692307692307,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.1321300690217955,0.07780894359285
R1,tile_0300,a white and green sign on a wall,aerial view of the fields,an aerial view of the site of the proposed site,0.0,0.2943035529371539,0.0,0.5333333333333333,0.0,0.5250790579579575
R1,tile_0301,a white cup with a green lid,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.0,0.4,0.0,0.4000000000000001,0.0,0.2911650526086002
R1,tile_0302,a white and black cat is sitting on a tree,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0,0.4278475991938267,0.0,0.625,0.0,0.5800762373653504
R1,tile_0303,a cat is sitting on a chair in the sun,a satellite image of a farm in the middle of a field,an aerial view of the site of the proposed site,0.1,0.25,0.1,0.2727272727272727,0.0986796179798696,0.2995800525335756
R1,tile_0304,a green and white background with small white stars,a green wall with a small patch of grass,an aerial view of the site of the proposed site,0.0,0.0994265907571521,0.0,0.1052631578947368,0.0,0.1059921313509325
R1,tile_0305,a green and pink background with a white line,a green wall with a white stripe,an aerial view of a road in the middle of a forest,0.1592291801275087,0.1398690455877008,0.1904761904761905,0.2105263157894737,0.0,0.0
R1,tile_0306,a red flower in the middle of a field,a satellite image of a green field,an aerial view of the area where the proposed proposed site is located,0.1424845307622121,0.0606246922395642,0.1818181818181818,0.1,0.1624811454829823,0.0586986864673119
R1,tile_0307,a red and white flower in a green field,a large green field with a small bird,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0308,a green and white background with a white line,a river running through a lush green forest,a river in the middle of a forest,0.2222222222222222,0.5,0.2352941176470588,0.5,0.0,0.2019930924979184
R1,tile_0309,a white dog is walking on the grass,a small boat is floating in the water,an aerial view of the amazon river,0.125,0.125,0.1333333333333333,0.1333333333333333,0.07780894359285,0.07780894359285
R1,tile_0310,a green and red background with a small white dot,a green and yellow background with a small patch of grass,an aerial view of a forest,0.1,0.1818181818181818,0.125,0.2352941176470588,0.0,0.0817680414659993
R1,tile_0311,a green and white background with a white circle,a river running through a lush green forest,an aerial view of the river and surrounding land,0.111111111111111,0.1103121128230744,0.1111111111111111,0.1176470588235294,0.0595143957603065,0.0739712948346599
R1,tile_0312,a green and white circle with a white stripe,a green and white river,an aerial view of the river and surrounding land,0.111111111111111,0.1797315856468886,0.1111111111111111,0.2857142857142857,0.0595143957603065,0.2060836350139382
R1,tile_0313,a green substance,a green cake with a white frosting on top,an aerial view of the amazon river in brazil,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0314,a green and black background with a white background,a piece of green cake with a white frosting on top,an aerial view of the amazon rainforest,0.0,0.0909090909090909,0.0,0.1111111111111111,0.0,0.0680496308783247
R1,tile_0315,a baseball player is throwing a ball,a river running through a lush green forest,a river running through a lush green forest,0.2476793999286233,1.0,0.2666666666666666,1.0,0.0,1.0000000000000002
R1,tile_0316,a white bird is flying over a dirt road,a river running through a lush green forest,a river running through a lush green forest,0.2222222222222222,1.0,0.2352941176470588,1.0,0.0,1.0000000000000002
R1,tile_0317,a white and black cat,a lake with a few trees in it,a large body of water,0.2,0.125,0.2,0.1538461538461538,0.0,0.0
R1,tile_0318,a green leaf,a cake with a green frosting on top,an aerial view of the amazon river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0319,a white and black cat,a pink lake,a large body of water,0.2,0.1711390396775306,0.2,0.25,0.0,0.0
R1,tile_0320,a person is jumping in the air,a green and yellow colored background,a flooded lake in the middle of the city,0.3220616970322653,0.1010884432854389,0.375,0.1333333333333333,0.2471848133434198,0.0
R1,tile_0321,a black and white cat,a rainbow colored sky,a man riding a surfboard on a wave,0.1097623272188052,0.0919698602928605,0.1538461538461538,0.1666666666666666,0.0,0.0
R1,tile_0322,a blur of a person walking on a sidewalk,aerial view of a field,an aerial view of a green field,0.2222222222222222,0.6703200460356393,0.25,0.8333333333333333,0.0919399817407808,0.7092972666062738
R1,tile_0323,a close up of a computer keyboard,aerial view of a green field,an aerial view of a green field,0.2857142857142857,0.846481724890614,0.2857142857142857,0.923076923076923,0.1016306697911265,0.8466473536503034
R1,tile_0324,a man in a suit and tie is standing in front of a building,a large green field,a large field with a small lake in the middle,0.2142857142857142,0.1673476201113223,0.25,0.4285714285714285,0.111298598863125,0.2695176132460322
R1,tile_0325,a cat is sitting on a chair in a room,aerial view of the river and fields,an aerial view of the site of the proposed site,0.0,0.372250890017746,0.0,0.4705882352941176,0.0,0.4073977862140973
R1,tile_0326,a close up of a light shining through a window,aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.1,0.8948393168143697,0.1,0.9473684210526316,0.1059921313509325,0.9400186907181732
R1,tile_0327,a green and white object in the sky,a green field with a small patch of grass,an aerial view of the proposed river,0.125,0.111111111111111,0.1333333333333333,0.125,0.07780894359285,0.07780894359285
R1,tile_0328,a blur of a tree in the forest,a green wall with a red line on it,aerial view of the farm,0.25,0.0,0.3076923076923077,0.0,0.2257648460026161,0.0
R1,tile_0329,a pink flower in a vase,a green field,a large green field with a small hill in the background,0.2172991042535391,0.0694834512228015,0.3529411764705882,0.4285714285714285,0.0926978966862705,0.3554767779546839
R1,tile_0330,a green field with a white line in the middle,a river running through a lush green forest,a river running through a lush green forest,0.3,1.0,0.3333333333333332,1.0,0.078744603455945,1.0000000000000002
R1,tile_0331,a green and black background with a white background,a green wall with a brick in the middle,a satellite image of the area where the proposed proposed highway is located,0.071242265381106,0.1424845307622121,0.0909090909090909,0.1818181818181818,0.0,0.1059921313509325
R1,tile_0332,a bird flying through the sky,a satellite image of a green field,the proposed site of the proposed site in the middle of the city,0.0519005373190996,0.0606246922395642,0.1052631578947368,0.1,0.1984757360357801,0.0885312456308328
R1,tile_0333,a blur of pink and green in the sky,a green wall with a small patch of grass,an aerial view of the forest and the surrounding area,0.2982797722714565,0.0994265907571521,0.3157894736842105,0.1052631578947368,0.2638244299997873,0.0585097041336729
R1,tile_0334,a green leaf with a white stripe,a river running through a lush green forest,aerial view of the river in the countryside,0.0,0.125,0.0,0.125,0.0,0.0699725434180811
R1,tile_0335,a pink flower in the middle of a green field,a green wall with a small patch of paint,a satellite image of the area where the plane crashed,0.3,0.1988531815143043,0.3,0.2105263157894737,0.1963538799734189,0.0612309433454452
R1,tile_0336,a white cat is sitting on a green surface,a satellite image of the amazon river,the proposed site of the proposed proposed site in the town of port,0.0,0.1212493844791285,0.0,0.2,0.0,0.2379194579042982
R1,tile_0337,a blur of a tree,a river running through a lush green forest,the amazon river in brazil,0.0,0.125,0.0,0.1538461538461538,0.0,0.1016306697911265
R1,tile_0338,a view of a city from a plane,a large body of water,a small town in the middle of a river,0.3309363384692233,0.1797315856468886,0.3529411764705882,0.2857142857142857,0.0934947749753671,0.1059921313509325
R1,tile_0339,a white cross in the middle of a forest,an aerial view of the house,the house is surrounded by trees and a large white building,0.2669124676389359,0.1448660695023594,0.3,0.2352941176470588,0.1375436045558623,0.1506401849870651
R1,tile_0340,a black cat is sitting on a pink and green background,a bird is perched on a rock,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0341,a blur of a green field with a white line,a green and blue wall with a small patch of grass,a large patch of grass in the middle of a field,0.3619349672143838,0.4545454545454545,0.380952380952381,0.4545454545454545,0.2120549633277402,0.2604881907105759
R1,tile_0342,a black cat is sitting on a white surface,a bird flying over a body of water,an aerial view of the river and the surrounding area,0.0,0.0973500978839256,0.0,0.1111111111111111,0.0,0.0636012057567121
R1,tile_0343,a cat is sitting on a table,an aerial view of a lake and a field,a lake with green algae in the water,0.1238396999643116,0.2222222222222222,0.1333333333333333,0.2352941176470588,0.0,0.07780894359285
R1,tile_0344,a person is holding a green object,an aerial view of the island,an aerial view of the river and the surrounding area,0.0,0.4278475991938267,0.0,0.625,0.0,0.5697077090551432
R1,tile_0345,a black and white photo of a building,aerial view of a field,an aerial view of a field with a large green field,0.2577334795466146,0.301194211912202,0.3157894736842105,0.625,0.0665592466079485,0.6476308251809643
R1,tile_0346,a close up of a computer keyboard,aerial view of the fields,an aerial view of a field with a road,0.3220616970322653,0.2695973784703329,0.375,0.4285714285714285,0.0934947749753671,0.3446421410380547
R1,tile_0347,a close up of a green and white diamond,aerial view of a field,a green field with a road and a road,0.4444444444444444,0.1797315856468886,0.4444444444444444,0.2857142857142857,0.1559289254870836,0.0986796179798695
R1,tile_0348,a black and white photo of a person,aerial view of the fields,a satellite image of a road in the middle of a green field,0.2007230356946213,0.0807586071978621,0.2857142857142857,0.2222222222222222,0.1362763414390864,0.2455839635926098
R1,tile_0349,a blur of a building in the night,aerial view of a field,an aerial view of the site of the former building,0.2920502936517768,0.2207276647028654,0.3333333333333332,0.4,0.3851935988741882,0.3840557184352618
R1,tile_0350,a white triangle with a black background,aerial view of a field,the site of the proposed site in the middle of the village,0.0,0.0493193927883213,0.0,0.1176470588235294,0.0,0.1059921313509325
R1,tile_0351,a green and white object in the dark,a bird flying over a lush green field,a satellite image of the site of the proposed site,0.1947001957678512,0.0973500978839256,0.2222222222222222,0.1111111111111111,0.1099856999317355,0.0
R1,tile_0352,a close up of a soccer field with a white line,a river running through a lush green forest,an aerial view of a road in the middle of a green field,0.3031828793000656,0.2007230356946213,0.3333333333333333,0.2857142857142857,0.1767281432778867,0.0610054577192303
R1,tile_0353,a green leaf with red stripes,a green field with a small patch of grass,an aerial view of the parking lot at the intersection of the intersection of highway and highway,0.0,0.0456791433896874,0.0,0.0769230769230769,0.0,0.1114206713308511
R1,tile_0354,a green and red background with a small flower,a satellite image of a green area with a small patch of land,an aerial view of the site of the proposed airport,0.0,0.1538461538461538,0.0,0.1739130434782608,0.0,0.1844319166226131
R1,tile_0355,a blur of pink flowers in the sky,a green and purple wall with a small patch of paint,a satellite image of a green field,0.25,0.3636363636363636,0.2666666666666666,0.4444444444444444,0.0934947749753671,0.1785662155575748
R1,tile_0356,a green and white background with a white line,a river in the middle of a green field,an aerial view of a river in the amazon rainforest,0.0994265907571521,0.4971329537857609,0.1052631578947368,0.5263157894736842,0.0,0.3408242166238353
R1,tile_0357,a green and white background with a white line,a river running through a lush green forest,an aerial view of the river and surrounding farmland,0.111111111111111,0.1103121128230744,0.1111111111111111,0.1176470588235294,0.0595143957603065,0.0739712948346599
R1,tile_0358,a blur of pink and green leaves,a green and purple texture of a wall,a green patch of algae in the water,0.3715190998929349,0.375,0.3999999999999999,0.375,0.184431916622613,0.184431916622613
R1,tile_0359,a blur of a tree,a river running through a lush green forest,the site of the proposed gold mine in the wai valley,0.0602388423824404,0.0,0.125,0.0,0.0787089394912528,0.0
R1,tile_0360,a green and white photo of a building,an aerial view of the site of the proposed home,an aerial view of the site of the former home of the late president of the philippines,0.0405815584197937,0.4469267734122686,0.0799999999999999,0.6666666666666667,0.1499956849814356,0.8098441816718467
R1,tile_0361,a blur of a tree in the night,a large green forest,a small town surrounded by trees,0.125,0.1516326649281583,0.1428571428571428,0.2,0.0,0.0
R1,tile_0362,a green leaf with a white stripe,a satellite image of a forest,an aerial view of the site of the proposed site,0.0,0.0855695198387653,0.0,0.125,0.0,0.1443835552773867
R1,tile_0363,a white flower in the middle of a field,a large area with a lot of land,the site of the proposed site in the middle of the river,0.3184583602550174,0.0758163324640791,0.380952380952381,0.1,0.4364261918063457,0.0845798608014702
R1,tile_0364,a black substance in a white bowl,a large green field,an aerial view of the golf course at the golf club,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0365,a man in a suit and tie is standing in front of a window,a large body of water,an aerial view of a green field,0.1428571428571428,0.2681280184142557,0.1904761904761904,0.3333333333333333,0.0610054577192303,0.1152155433779312
R1,tile_0366,a blur of a tree,"aerial view of the village of stow, near the village of stow",an aerial view of the countryside,0.1637461506155964,0.3333333333333333,0.1818181818181818,0.4444444444444444,0.1362763414390864,0.4336158758156956
R1,tile_0367,a green and white flower with a white center,an aerial view of a green field with a river,an aerial view of the river and surrounding farmland,0.111111111111111,0.5,0.1111111111111111,0.5263157894736842,0.0595143957603065,0.4211358913281959
R1,tile_0368,a black and white photo of a building,a field with a green field and a red field,an aerial view of a field with a green field,0.2920502936517768,0.6,0.3333333333333332,0.6,0.0699725434180811,0.5549215433699564
R1,tile_0369,a green and black diamond,aerial view of the fields,an aerial view of a green field,0.2681280184142557,0.4021920276213835,0.3333333333333333,0.5,0.1152155433779312,0.3808726084759437
R1,tile_0370,a dog is standing in the grass,an aerial view of the site of the former military base,an aerial view of the site of the former military base in the village of kfar,0.0789865847513041,0.6347364189402819,0.1739130434782608,0.8148148148148148,0.1883391301498193,0.8821574783846511
R1,tile_0371,a close up of a building with a sky background,aerial view of the fields,the aerial view of the airport,0.1,0.6549846024623855,0.125,0.7272727272727272,0.0724408192504198,0.6827531502984261
R1,tile_0372,a close up of a green diamond,aerial view of the fields,an aerial view of the site of the former castle,0.0930627225044365,0.2943035529371539,0.1176470588235294,0.5333333333333333,0.1375436045558623,0.580133027144287
R1,tile_0373,a black cat is sitting on a table,aerial view of the river and farmland,an aerial view of the site of the ancient city of xian,0.0,0.2797380911754017,0.0,0.4210526315789474,0.0,0.445466385615711
R1,tile_0374,a blur of a green leaf,a river running through a lush green valley,an aerial view of the river and surrounding farmland,0.1010884432854389,0.1103121128230744,0.1333333333333333,0.1176470588235294,0.0926978966862705,0.0739712948346599
R1,tile_0375,a blur of a green leaf,a large body of water,an aerial view of the site of the proposed development,0.0855695198387653,0.0735758882342884,0.125,0.1333333333333333,0.1559289254870836,0.1559289254870836
R1,tile_0376,a green leaf,a large body of water,a view of the golf course at the golf course,0.032323989288135,0.1471517764685769,0.1538461538461538,0.2666666666666666,0.0,0.0709841373470141
R1,tile_0377,a green and red background with a blur,a green wall with a small patch of paint,the amazon river in brazil,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0378,a green and white background with a white line,a green leaf,an aerial view of the river and surrounding land,0.111111111111111,0.0,0.1111111111111111,0.0,0.0595143957603065,0.0
R1,tile_0379,a green heart shaped object on a white surface,a heart shaped area with a river running through it,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0380,a green and pink background with a small black dot,a green wall with a small patch of grass,a painting of a green field with a small tree,0.5,0.596559544542913,0.5,0.631578947368421,0.2532094495161745,0.402982208973961
R1,tile_0381,a colorful background with many different colors,a green wall with a small patch of grass,a green granite floor with a brown and yellow pattern,0.186125445008873,0.3977063630286087,0.2352941176470588,0.4210526315789474,0.078744603455945,0.1559289254870836
R1,tile_0382,a bird is sitting on a tree branch,a green wall with a small patch of paint,a large green field,0.125,0.2222222222222222,0.1666666666666666,0.3076923076923076,0.0,0.1253669379873173
R1,tile_0383,a green tree with white flowers in the background,an aerial view of the site of the proposed home,a large field with a small house in the middle,0.3977063630286087,0.1,0.4210526315789474,0.1,0.2329796548048752,0.1065703553948076
R1,tile_0384,a black and white cat is looking at the camera,a green granite wall with a white background,aerial view of the forest,0.1,0.0,0.1333333333333333,0.0,0.0817680414659993,0.0
R1,tile_0385,a bird is sitting on a branch in the dark,a satellite image of a forest,an aerial view of the river and surrounding forest,0.1,0.2021768865708778,0.1052631578947368,0.2666666666666666,0.0633548122219654,0.2060836350139382
R1,tile_0386,a large white cloud,a large green field,an aerial view of the land that is being used for the project,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0387,a close up of a purple and white checkered pattern,an aerial view of a green field with a small tree,an aerial view of a green field with a road,0.3,0.8181818181818182,0.3,0.8571428571428572,0.0674430476929674,0.7060777744337089
R1,tile_0388,a green and white checkered pattern,aerial view of the fields,an aerial view of the site of the proposed site,0.0,0.2943035529371539,0.0,0.5333333333333333,0.0,0.5250790579579575
R1,tile_0389,a dog is sitting on a couch in a living room,aerial view of the green fields,an aerial view of the site of the proposed development,0.0,0.3422780793550613,0.0,0.5,0.0,0.5029292651136352
R1,tile_0390,a green and white chair,a large green field,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0391,a black and white photo of a person ' s face,aerial view of the fields,an aerial view of a green field,0.1818181818181818,0.4021920276213835,0.2352941176470588,0.5,0.0845798608014702,0.3808726084759437
R1,tile_0392,a close up of a green leaf,an aerial view of a farm and fields,an aerial view of the site of the proposed site,0.0930627225044365,0.3894003915357024,0.1176470588235294,0.4444444444444445,0.1273595297947935,0.3188231972456646
