region,tile_id,classe,caption_lr,caption_sr,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0294,water body,a close up of a green eye with a black eyeliner,a bird flying over a body of water,0.0,0.25,0.0,0.4,0.0,0.4494364165239821
R1,tile_0295,forest,a green leaf,a cake with a green frosting on top,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0296,forest,a green tree with a white background,a piece of cake with a green frosting,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0297,bare ground,a blur of pink and green,a green and brown wall,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0302,cultivated vegetation,a white and black cat is sitting on a tree,an aerial view of the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0303,bare ground,a cat is sitting on a chair in the sun,a satellite image of a farm in the middle of a field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0304,bare ground,a green and white background with small white stars,a green wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0305,bare ground,a green and pink background with a white line,a green wall with a white stripe,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0306,bare ground,a red flower in the middle of a field,a satellite image of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0307,bare ground,a red and white flower in a green field,a large green field with a small bird,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0308,bare ground,a green and white background with a white line,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0309,bare ground,a white dog is walking on the grass,a small boat is floating in the water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0310,bare ground,a green and red background with a small white dot,a green and yellow background with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0311,bare ground,a green and white background with a white circle,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0312,bare ground,a green and white circle with a white stripe,a green and white river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0313,bare ground,a green substance,a green cake with a white frosting on top,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0314,bare ground,a green and black background with a white background,a piece of green cake with a white frosting on top,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0315,bare ground,a baseball player is throwing a ball,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0316,forest,a white bird is flying over a dirt road,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0317,water body,a white and black cat,a lake with a few trees in it,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0318,water body,a green leaf,a cake with a green frosting on top,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0319,water body,a white and black cat,a pink lake,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0320,water body,a person is jumping in the air,a green and yellow colored background,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0325,cultivated vegetation,a cat is sitting on a chair in a room,aerial view of the river and fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0326,cultivated vegetation,a close up of a light shining through a window,aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0327,bare ground,a green and white object in the sky,a green field with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0328,bare ground,a blur of a tree in the forest,a green wall with a red line on it,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0329,bare ground,a pink flower in a vase,a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0330,bare ground,a green field with a white line in the middle,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0331,bare ground,a green and black background with a white background,a green wall with a brick in the middle,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0332,bare ground,a bird flying through the sky,a satellite image of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0333,bare ground,a blur of pink and green in the sky,a green wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0334,cultivated vegetation,a green leaf with a white stripe,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0335,bare ground,a pink flower in the middle of a green field,a green wall with a small patch of paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0336,bare ground,a white cat is sitting on a green surface,a satellite image of the amazon river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0337,bare ground,a blur of a tree,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0338,urban area,a view of a city from a plane,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0339,forest,a white cross in the middle of a forest,an aerial view of the house,0.111111111111111,0.0,0.1999999999999999,0.0,0.2789425453258252,0.0
R1,tile_0340,bare ground,a black cat is sitting on a pink and green background,a bird is perched on a rock,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0341,bare ground,a blur of a green field with a white line,a green and blue wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0342,bare ground,a black cat is sitting on a white surface,a bird flying over a body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0343,cultivated vegetation,a cat is sitting on a table,an aerial view of a lake and a field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0348,cultivated vegetation,a black and white photo of a person,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0349,cultivated vegetation,a blur of a building in the night,aerial view of a field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0350,bare ground,a white triangle with a black background,aerial view of a field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0351,bare ground,a green and white object in the dark,a bird flying over a lush green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0352,forest,a close up of a soccer field with a white line,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0353,cultivated vegetation,a green leaf with red stripes,a green field with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0354,bare ground,a green and red background with a small flower,a satellite image of a green area with a small patch of land,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0355,bare ground,a blur of pink flowers in the sky,a green and purple wall with a small patch of paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0356,bare ground,a green and white background with a white line,a river in the middle of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0357,bare ground,a green and white background with a white line,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0358,bare ground,a blur of pink and green leaves,a green and purple texture of a wall,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0359,bare ground,a blur of a tree,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0360,field,a green and white photo of a building,an aerial view of the site of the proposed home,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0361,cultivated vegetation,a blur of a tree in the night,a large green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0362,forest,a green leaf with a white stripe,a satellite image of a forest,0.0,0.1666666666666666,0.0,0.2857142857142857,0.0,0.3799783615910079
R1,tile_0363,bare ground,a white flower in the middle of a field,a large area with a lot of land,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0364,bare ground,a black substance in a white bowl,a large green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0365,cultivated vegetation,a man in a suit and tie is standing in front of a window,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0366,cultivated vegetation,a blur of a tree,"aerial view of the village of stow, near the village of stow",0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0371,cultivated vegetation,a close up of a building with a sky background,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0372,cultivated vegetation,a close up of a green diamond,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0373,cultivated vegetation,a black cat is sitting on a table,aerial view of the river and farmland,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0374,cultivated vegetation,a blur of a green leaf,a river running through a lush green valley,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0375,cultivated vegetation,a blur of a green leaf,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0376,bare ground,a green leaf,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0377,bare ground,a green and red background with a blur,a green wall with a small patch of paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0378,bare ground,a green and white background with a white line,a green leaf,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0379,bare ground,a green heart shaped object on a white surface,a heart shaped area with a river running through it,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0380,bare ground,a green and pink background with a small black dot,a green wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0381,bare ground,a colorful background with many different colors,a green wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0382,bare ground,a bird is sitting on a tree branch,a green wall with a small patch of paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0383,field,a green tree with white flowers in the background,an aerial view of the site of the proposed home,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0384,cultivated vegetation,a black and white cat is looking at the camera,a green granite wall with a white background,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0385,cultivated vegetation,a bird is sitting on a branch in the dark,a satellite image of a forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0386,cultivated vegetation,a large white cloud,a large green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0387,cultivated vegetation,a close up of a purple and white checkered pattern,an aerial view of a green field with a small tree,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0388,cultivated vegetation,a green and white checkered pattern,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0389,cultivated vegetation,a dog is sitting on a couch in a living room,aerial view of the green fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0394,cultivated vegetation,a blur of a bird in the sky,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0395,cultivated vegetation,a blur of a building in the middle of the city,a view of a river and a field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0396,cultivated vegetation,a green and white tile with a black stripe,a river running through a lush green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0397,cultivated vegetation,a close up of a green and black object,aerial view of the fields and fields in the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0398,cultivated vegetation,a close up of a green and white diamond,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0399,cultivated vegetation,a blur of a green leaf,aerial view of farmland fields in the countryside of the netherlands,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0400,cultivated vegetation,a green and white rug,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0401,cultivated vegetation,a green leaf with a white stripe,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0402,cultivated vegetation,a blur of a green leaf,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0403,bare ground,a colorful background with many small squares,a green wall with a blue sky in the background,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0404,bare ground,a colorful background with many small squares,a green wall with a blue and white paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0405,bare ground,a black and white cat,a large field with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0406,field,a green leaf with a black background,a satellite image of the area where the plane crashed,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0407,cultivated vegetation,a green and white object in the dark sky,a large white building in the middle of a forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0408,forest,a man in a camouflage uniform is holding a gun,a large field with a white house in the middle,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0409,cultivated vegetation,a close up of a green and yellow flower,a green field with a white line on it,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0410,cultivated vegetation,a close up of a flower with a blur effect,a green field with a white line in the middle,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0411,cultivated vegetation,a close up of a green and white tile,aerial view of the site of the old farm,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0412,cultivated vegetation,a green snake is sitting on a brick,aerial view of the road leading to the village of the village of the village of the village of the village,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0417,field,a green and white object is seen in this image,a large body of water,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0418,field,a green and white background with a pattern,aerial view of the river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0419,cultivated vegetation,a green and white plaid pattern,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0420,cultivated vegetation,a green and white square shaped object,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0421,cultivated vegetation,a green glass vase sitting on top of a table,aerial view of the river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0422,cultivated vegetation,a close up of a green and white striped pattern,a river running through a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0423,cultivated vegetation,a close up of a green and white diamond,a large area of land with a river running through it,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0424,bare ground,a green and white cross on a black background,a large lake surrounded by green grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0425,bare ground,a pink nebula with a black hole in the center,a large green area,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0426,bare ground,a colorful background with many small squares,a green wall with a blue and yellow paint,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0427,bare ground,a colorful background with many small squares,a green wall with a white border,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0428,bare ground,a black dog is standing in the grass,a large patch of land,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0429,forest,a green leaf with a white stripe,a satellite image of a large field with a house,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0430,forest,a green diamond,a satellite image of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0431,forest,a green and white tile with a white border,a satellite image of a farm and a road,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0432,cultivated vegetation,a green string is hanging from a wire,"aerial view of the village of stow, near the village of stow",0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0433,cultivated vegetation,a bird is sitting on a wooden post,aerial view of the site of the proposed new bridge,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0434,cultivated vegetation,a close up of a diamond,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0435,cultivated vegetation,a cat is sitting on a table,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0440,field,a blur of a person walking on a path,an aerial view of a field with a lake,0.0,0.111111111111111,0.0,0.1999999999999999,0.0,0.2789425453258252
R1,tile_0441,cultivated vegetation,a man in a suit and tie is seen in this image,an aerial view of a field with a small house,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0442,cultivated vegetation,a dog is standing on a ledge,an aerial view of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0443,cultivated vegetation,a white and green diamond,aerial view of the river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0444,field,a green and white striped pattern,aerial view of a river and a green field,0.0,0.111111111111111,0.0,0.1999999999999999,0.0,0.2789425453258252
R1,tile_0445,field,a close up of a purple and green glass,aerial view of the site of the proposed new site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0446,cultivated vegetation,a close up of a green and white diamond,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0447,cultivated vegetation,a green and white diamond,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0448,bare ground,a white dog is laying on the ground,a satellite image of a green field,0.125,0.0,0.2,0.0,0.161713780662529,0.0
R1,tile_0449,bare ground,a green and red background with a blur,a green wall with a small patch of grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0450,bare ground,a green and purple colored background,a satellite image of a green area with a small patch of land,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0451,field,a black cat is sitting on a tree branch,an aerial view of a large green field,0.0,0.125,0.0,0.2222222222222222,0.0,0.2789425453258252
R1,tile_0452,field,a satellite image of the area where the person was found,a satellite image of a small town,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0453,forest,a bird is flying over the trees,a satellite image of a small town in the middle of a forest,0.0,0.0769230769230769,0.0,0.1428571428571428,0.0,0.2097553962782169
R1,tile_0454,cultivated vegetation,a green tree with white flowers in the background,a satellite image of a golf course,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0455,cultivated vegetation,a small patch of land with a small patch of land in the middle,a large field with a small house in the middle,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0456,bare ground,a blur of a tree,an aerial view of the area where the site of the proposed proposed site is located,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0457,bare ground,a blur of a tree,a satellite image of the area where the site of the proposed proposed site is located,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0458,bare ground,a green and pink background with a small white dot,a green granite wall with a white background,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0463,cultivated vegetation,a blur of a car driving down a road,an aerial view of the site of the proposed forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0464,forest,a close up of a green and white clock,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0465,forest,a blur of a tree,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0466,cultivated vegetation,a close up of a green and white tile,a view of a green field with a lake,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0467,cultivated vegetation,a green emerald gems,aerial view of the road from the air,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0468,cultivated vegetation,a close up of a green leaf,aerial view of the river,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0469,cultivated vegetation,a close up of a green glass window,aerial view of the road,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0470,cultivated vegetation,a green emerald gems,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0471,cultivated vegetation,a green emerald gems,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0472,cultivated vegetation,a green glass vase with a white and black design,aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0473,cultivated vegetation,a white and black cat sitting on a green surface,a view of a green field with a small hill,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0474,cultivated vegetation,a blur of a person in a green shirt,an aerial view of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0475,field,a green background with white and black spots,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0476,field,a green and white background with a small white flower,an aerial view of the house and surrounding area,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0477,field,a green leaf with white flowers,a satellite image of a small town in the middle of a forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0478,forest,a green plant with white flowers in the middle,an aerial view of a large green field,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0479,forest,a white ring is seen in the dark,a satellite image of a river in the middle of a forest,0.0,0.0833333333333333,0.0,0.1538461538461538,0.0,0.2195109508086083
R1,tile_0480,forest,a small bird is sitting on the ground,a green granite counter top,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0481,forest,a green and white background with a small white dot,a green wall with a white and black design,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0486,cultivated vegetation,a green leaf with a white star in the middle,a satellite image of a forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0487,cultivated vegetation,a green and white flower,a river running through a lush green forest,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0488,cultivated vegetation,a close up of a person ' s eye,aerial view of the river and surrounding fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0489,cultivated vegetation,a close up of a green and black cloth,aerial view of the green fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0490,cultivated vegetation,a close up of a diamond on a white background,aerial view of green fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0491,cultivated vegetation,a close up of a green and white object,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0492,cultivated vegetation,a close up of a building with a clock,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0493,cultivated vegetation,a microscope microscope with a microscope lens,aerial view of the fields and fields of the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0494,cultivated vegetation,a green building with a sky background,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0495,field,a green and black roof,aerial view of the fields and fields in the cots,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0496,field,a green leaf,a painting of a green field with a small pond,0.0,0.1,0.0,0.1818181818181818,0.0,0.2789425453258252
R1,tile_0497,field,a close up of a green leaf,"aerial image of the village of stow, near the village of stow",0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0498,field,a green field with a white line in the middle,a satellite image of a green field,0.1,0.1428571428571428,0.1818181818181818,0.25,0.2596979932401624,0.335175743327926
R1,tile_0499,field,a green field with a white line in the middle,an aerial view of a green field with trees,0.1,0.111111111111111,0.1818181818181818,0.1999999999999999,0.2596979932401624,0.2596979932401625
R1,tile_0500,forest,a green and white flower with a white center,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0501,forest,a green background with white stars,a satellite image of a forest,0.0,0.1666666666666666,0.0,0.2857142857142857,0.0,0.3799783615910079
R1,tile_0502,forest,a white lizard is standing in the dark,a satellite image of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0503,forest,a green tree with white flowers in the fore,a satellite image of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0504,forest,a white bird flying through the air,a small town surrounded by trees,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0509,forest,a white bird is flying through the trees,an aerial view of a large building in the middle of a forest,0.0,0.0769230769230769,0.0,0.1428571428571428,0.0,0.2011946755849157
R1,tile_0510,forest,a white cat is sitting on a green chair,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0511,cultivated vegetation,a green plant with a white flower in the middle,aerial view of the village of stower,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0512,cultivated vegetation,a green leaf is growing in the ground,aerial view of the green fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0513,cultivated vegetation,a close up of a green and brown mosaic,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0514,cultivated vegetation,a black and white cat,aerial view of the village of the village of the village of the village of the village of the village of the village of the village,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0515,cultivated vegetation,a blur of a building,a painting of green grass,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0516,cultivated vegetation,a green and white tile floor,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0517,cultivated vegetation,a green leaf with a white background,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0518,cultivated vegetation,a green and white background with a white border,aerial view of the farm land,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0519,cultivated vegetation,a blur of a mountain in the distance,aerial view of the site of the proposed new development at the site of the proposed development,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0520,field,a blur of a bird in the trees,an aerial view of a lake and a road,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0521,field,a white cross on a green field,a large field with a road and a small house,0.1428571428571428,0.1,0.25,0.1818181818181818,0.335175743327926,0.2789425453258252
R1,tile_0522,urban area,a green and white background with small squares,a satellite image of a neighborhood in the florida keys,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0523,field,a green leaf with white spots,a satellite image of the area where the school is located,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0524,urban area,a white flower in the middle of a green field,an aerial view of the campus,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0525,urban area,a blur of a city with a lot of buildings,a satellite image of the site of the former us air force base in the town of tupui,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0526,urban area,a tree with white flowers in the middle,"an aerial view of the city of fort, florida",0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0527,urban area,a close up of a green leaf with white flowers,a satellite image of the area where the school is located,0.0,0.0909090909090909,0.0,0.1538461538461538,0.0,0.1216033147861901
R1,tile_0532,forest,a small white dog is standing on the grass,a satellite image of the site of the proposed new national park in the state of belize,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0533,forest,a cat is sitting on a window sie,a river running through a lush green forest,0.0,0.125,0.0,0.2222222222222222,0.0,0.3032160644503863
R1,tile_0534,cultivated vegetation,a green and white camouflage camo,an aerial view of a green field with a small lake,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0535,cultivated vegetation,a bird is flying through the air,aerial view of the green fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0536,cultivated vegetation,a close up of a leaf with a blur,an aerial view of the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0537,cultivated vegetation,a close up of a tile with a green and yellow pattern,aerial view of the fields and fields of the cots,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0538,cultivated vegetation,a close up of a computer keyboard,an aerial view of the countryside,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0539,cultivated vegetation,a black and white cat,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0540,cultivated vegetation,a close up of a purple and white abstract pattern,aerial view of the fields,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0541,cultivated vegetation,a white and black cat with a black nose,aerial view of the site of the proposed new development at the site of the proposed development,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0542,cultivated vegetation,a green leaf with a white spot on it,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0543,water body,a yellow flower in the middle of a field,a small lake surrounded by trees,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0544,urban area,a blur of a tree in the forest,an aerial view of a small town,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0545,forest,a green and white background with a black and white pattern,a satellite image of the town of st lucia,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0546,field,a blur of a tree in the forest,a satellite image of the village of the same name,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0547,bare ground,a close up of a flower with a blur effect,an aerial view of a small town,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0548,urban area,a tree with white flowers in the fore,a satellite image of the area where the house was located,0.0,0.0909090909090909,0.0,0.1538461538461538,0.0,0.1216033147861901
R1,tile_0549,urban area,a tree with white flowers in the middle of the image,a satellite image of a small town,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0550,urban area,a tree with white flowers in the background,an aerial view of the village,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0000,cultivated vegetation,a black and white image of a man with a beard,aerial view of the lake,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0001,cultivated vegetation,a white and black cat,an aerial view of a lake and a road,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0002,water body,a white and black cat,a satellite image of a lake in the middle of a green field,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0003,cultivated vegetation,a black and white photo of a person ' s face,an aerial view of a field with a road,0.0,0.0,0.0,0.0,0.0,0.0
